187
  index     tf-idf
-------  ---------
   3279  0.0423434
   5822  0.0429114
   7481  0.0960661
   5283  0.0953879
   9983  0.076493
   4771  0.0259614
   6873  0.0307157
   6124  0.026386
  10427  0.0477314
   3547  0.126204
   7226  0.0640042
   3973  0.0575982
  10005  0.0594182
   6153  0.0260453
   2423  0.0351602
   7408  0.0150112
  10820  0.0311982
   2076  0.0384921
    949  0.0652412
   8634  0.0367246
   4379  0.0910812
   4631  0.091617
   8787  0.179091
  12006  0.0953879
   6202  0.101962
   1523  0.0276506
  11116  0.0490304
   5285  0.033906
   4399  0.0309362
   8688  0.0688656
   8138  0.0552559
   7574  0.0538918
   6106  0.0156239
   2860  0.0640042
   2865  0.029256
   2021  0.0526519
   8893  0.0469294
   3416  0.0432045
   8866  0.0765679
   2434  0.0594182
  10632  0.0490908
   9555  0.037098
   8115  0.0334639
   9549  0.038284
   9149  0.0309548
   6560  0.0655152
  11750  0.0657919
   9017  0.0231052
   9554  0.0693525
   8638  0.0319556
   5334  0.0219986
  12182  0.0874497
  12144  0.0174171
   1941  0.0196497
  10857  0.0256309
   2210  0.0644354
   7587  0.0804141
   7272  0.0953879
   9258  0.0166352
   3776  0.0564614
   7754  0.039583
  11397  0.0458085
   6029  0.038079
   3758  0.0423434
  10226  0.0424897
  12035  0.0251498
   2134  0.0284297
   9834  0.0706509
   2643  0.0322177
   3153  0.0526519
   6063  0.091793
  10187  0.0423434
    108  0.038284
   6735  0.257684
   8743  0.0309548
   4906  0.0604283
  11193  0.0489172
   9226  0.0105519
   5292  0.172795
    938  0.0654403
   7165  0.0351602
    102  0.0285302
    103  0.0333197
   2341  0.0133229
   1712  0.0553012
  10858  0.107236
   1513  0.0532946
   8472  0.044502
  11846  0.022379
   9257  0.0334373
   5187  0.0490304
   3217  0.0504665
    451  0.0696714
   9308  0.0830669
  11764  0.0487678
   8898  0.0405234
   6316  0.0804141
   7472  0.0188327
   8266  0.0584778
  11389  0.0582764
  10073  0.0576731
   2871  0.0633968
    364  0.0585119
  11790  0.0174663
  11918  0.0887376
  11717  0.0266473
   8727  0.0654403
  10961  0.0338772
   3566  0.0545568
   6158  0.0219986
    161  0.0604283
   8220  0.0734516
    875  0.0441237
  10382  0.0693525
  11819  0.0467583
   7744  0.0400451
  12180  0.0953879
   4005  0.0149365
   7869  0.0334675
   8364  0.130881
   6888  0.105304
   6099  0.0681133
  11919  0.0300225
  12005  0.190776
  12181  0.0365416
   2159  0.0494925
   2330  0.035662
   5754  0.0614314
   6203  0.0218123
  12055  0.0334492
    893  0.0360071
  11140  0.0387034
   9553  0.042068
   8137  0.031076
   8296  0.0655152
   9209  0.0291499
   1876  0.0291499
   9898  0.0589412
   7113  0.0584778
   8684  0.0552559
   7771  0.0353254
   3875  0.12541
  11766  0.043504
  11818  0.0182506
   7155  0.0225082
   8292  0.038918
  10505  0.0231052
   3409  0.018734
   4359  0.0552559
    692  0.0198619
  10484  0.0334639
   6356  0.0188327
   7872  0.0330357
   7916  0.286164
    701  0.0804141
   3585  0.0451094
   2724  0.0351602
   7164  0.116754
   2098  0.032086
    933  0.0270036
  10536  0.0958668
    797  0.076493
   9170  0.0859404
   8240  0.0653509
   5829  0.386613
   4624  0.0257952
   2909  0.0323507
   9196  0.0481508
   3788  0.038284
  10831  0.0609613
   5980  0.0287337
   2731  0.0343629
   6382  0.0675245
   7401  0.0953879
  10370  0.0477314
   9718  0.0330357
   3081  0.0675245
   1668  0.0275563
   3337  0.0734516
   7614  0.0515154
   9185  0.0233792
   8454  0.0688656
   6349  0.0426244
   4586  0.0954628
  10930  0.0217531
   8431  0.038079
   5789  0.202963
