187
  index     tf-idf
-------  ---------
   9563  0.0933041
   5059  0.0649045
   9246  0.0933041
   7409  0.0633483
   3225  0.05634
   9083  0.0503901
   3971  0.0425537
   7260  0.10673
   5749  0.0124308
   3982  0.0216409
  10479  0.0324522
  11618  0.0572004
  11004  0.0437948
   7320  0.10999
   2643  0.0315139
   2509  0.0600894
   7551  0.0613354
   7308  0.0387183
  10226  0.0166246
   2418  0.056212
   6248  0.121117
   9960  0.0840631
   1078  0.0391703
   7923  0.065581
   3608  0.0520943
  11838  0.05634
  10904  0.042914
   5861  0.119635
   1551  0.0479593
  10326  0.0243712
   2535  0.0222136
   5255  0.0328755
   2579  0.0484113
   7115  0.0547697
   6327  0.074822
   3731  0.05634
   8943  0.0503901
   1067  0.0422607
   1094  0.0307591
   8640  0.0459042
   5281  0.0786574
   2429  0.0786574
   6106  0.0458477
   6142  0.0646281
   4518  0.0348829
   3249  0.0305167
  11161  0.0383382
   7655  0.0353925
  10632  0.0120046
   6222  0.0350506
   9915  0.0442881
   6383  0.0336123
  12107  0.0437948
   8255  0.0391703
  12085  0.074822
   4950  0.0178519
   7128  0.0416073
   4072  0.0673612
   3592  0.0718471
   2990  0.0484113
   6367  0.0591082
   5334  0.021518
   8245  0.0359223
  11660  0.0882479
   8918  0.0268627
   9453  0.031908
   3486  0.0334616
   3026  0.223483
    478  0.0229363
   9258  0.0433915
  10431  0.0503901
   3631  0.0297014
   7342  0.0406261
   9491  0.108098
  11379  0.0509343
  10124  0.0475572
   7686  0.0509343
  11008  0.0378579
   2522  0.0840631
     76  0.0269543
   3241  0.0234919
   9607  0.0555317
   8167  0.0319812
   4988  0.0704409
   7518  0.0933041
   1422  0.0340747
   1156  0.0939675
   3648  0.0462907
  10843  0.0484113
   8790  0.0262383
   9465  0.0271395
    675  0.0466887
   1334  0.0414184
   6607  0.0391703
  10551  0.0384979
   9327  0.0910573
   8691  0.0568203
   9226  0.0103214
   4913  0.0391703
   1706  0.0961259
   3638  0.0431598
   1132  0.0613354
  10554  0.0317753
    620  0.0416933
   9261  0.019907
   9580  0.0204603
   8410  0.0640107
  10280  0.0581202
  11640  0.0792763
   6499  0.0376512
   5802  0.295541
   2548  0.0779383
   1865  0.021518
   3104  0.0422607
   7408  0.0293665
   6196  0.0204603
    654  0.0572004
   1508  0.0997343
   5170  0.0175761
  10487  0.0455286
   4052  0.157609
  10220  0.0256419
   1107  0.0718471
   4005  0.0146102
    413  0.0572004
   1211  0.0933041
   3895  0.0434735
    412  0.0840631
   9210  0.0781955
   4879  0.0556172
   7123  0.0308819
  10255  0.0977583
   7132  0.262324
  10685  0.0613354
  11735  0.0350506
    844  0.0455286
   3044  0.0601753
   9482  0.0245236
    234  0.0244472
   3115  0.0933041
   8807  0.0160311
   4920  0.0432818
   8594  0.0840631
   3922  0.0362876
   1997  0.11624
   2246  0.0239243
   9885  0.0840631
   3033  0.074822
    109  0.0295888
   5197  0.105152
   2084  0.358463
   3641  0.127294
   9690  0.0231419
  12055  0.0327185
   3151  0.0509343
   9035  0.0394022
   1634  0.0282066
  10509  0.0503901
    593  0.0933041
   7872  0.0323141
   6600  0.0223378
   4069  0.0640107
   1676  0.0406261
   2028  0.053365
   4059  0.0394022
  11895  0.0282195
   5897  0.0509343
  10930  0.0106389
  10996  0.0216409
   6066  0.0353925
  10439  0.190339
   5295  0.0572004
   3314  0.0520943
  10752  0.0248337
   3143  0.0547697
   3081  0.0220165
  11968  0.028308
   8629  0.0422607
   1899  0.023563
   5960  0.0231419
   6290  0.0385441
   4462  0.0470989
  10173  0.0761357
   6394  0.0601753
  12101  0.145234
   3450  0.0744943
  11164  0.122671
