47
  index      tf-idf
-------  ----------
   9257  0.0285623
   1928  0.0650304
   1513  0.0910489
   1699  0.119578
  10016  0.104547
   7778  0.095789
   5749  0.0434222
   3745  0.17792
   3841  0.154131
  12144  0.0297554
   3330  0.0584693
   7434  0.223597
   2548  0.0907494
   1634  0.0985292
   1607  0.196802
   3776  0.096459
   6001  0.0843446
    528  0.0825581
   7242  0.0796465
  11028  0.147622
  10961  0.0578761
   3941  0.156519
   1582  0.261619
   5567  0.0974826
   9531  0.0999622
   4122  0.12185
   1544  0.0898623
   5371  0.0636755
   2387  0.119027
    659  0.129419
   6589  0.130109
  10877  0.0907494
   6812  0.390327
   8016  0.101067
   4388  0.130809
   6872  0.0775764
   8867  0.102968
  11653  0.115851
   9574  0.15697
   6607  0.136827
   4401  0.246059
    601  0.138461
   9226  0.00450672
   2809  0.109632
   8240  0.0637978
    228  0.0901562
   6959  0.4204
