20
  index    tf-idf
-------  --------
    449  0.229819
   4728  0.234596
    197  0.195414
   7557  0.348341
   9523  0.270584
   6478  0.248446
   7795  0.185657
   6609  0.100465
   8528  0.229819
   6153  0.118607
   8891  0.219273
   5471  0.184539
   3076  0.262296
   4963  0.262296
  10962  0.245417
   1965  0.192827
   4394  0.130385
  10132  0.1813
   5701  0.285552
    410  0.194107
