125
  index     tf-idf
-------  ---------
   5059  0.0355268
   6714  0.0302301
  10815  0.0352258
   4495  0.0343586
   1658  0.112762
   8285  0.0428813
   9680  0.0636266
   5957  0.0280712
   6403  0.163821
   7408  0.0321488
    234  0.0267633
   8280  0.119252
   4249  0.0342189
   3240  0.0262713
   9543  0.0713592
   6966  0.0920273
   6350  0.0591695
   2985  0.0520245
   2502  0.0920273
   3918  0.0397255
   4571  0.0515611
  10632  0.0131419
   9549  0.0409955
  10247  0.0540408
   7431  0.0212115
   8001  0.0920273
   7750  0.0616777
   2545  0.0494422
  12144  0.027976
   5743  0.0520245
    553  0.0307688
   9258  0.059378
  10059  0.0584209
   7472  0.0201666
   7429  0.129416
  10124  0.0260314
  10226  0.0272994
  10561  0.0298131
   2255  0.0957288
   2298  0.0551641
   8046  0.0584209
   5371  0.0199558
   6020  0.129416
  10048  0.0502532
   9465  0.0297107
   3795  0.151986
   2168  0.0557599
   5471  0.0433935
   9226  0.0014124
   7165  0.075301
   1922  0.0570298
   1706  0.0350777
   7428  0.0920273
   2339  0.15076
   2749  0.0263522
   6872  0.0243124
   2566  0.0344996
   3192  0.0759929
   6534  0.172219
   7821  0.0920273
  10279  0.0861095
   6807  0.0286291
  11389  0.031202
   1831  0.041908
  11790  0.0374067
    528  0.0776209
   1633  0.0462645
  11976  0.0819107
   6921  0.0301248
   5170  0.0192412
   3847  0.0248876
   6094  0.0306594
   7019  0.133425
   4872  0.245732
   1333  0.0363075
   5792  0.0284408
    658  0.0332769
   2390  0.14015
   9572  0.0257175
   4846  0.0671463
   1556  0.0350777
   8822  0.0381878
     69  0.0479439
   6528  0.101353
   9118  0.0545916
   4853  0.0356796
  10126  0.05351
   2633  0.0456433
  10969  0.0861095
   9587  0.0298131
  10718  0.184055
   9305  0.0395242
   4722  0.024383
   5197  0.0383714
   4820  0.024242
    467  0.0577088
   5528  0.0920273
   9859  0.131753
   8583  0.215383
   3549  0.0416744
   9494  0.0533202
   8080  0.023964
   5264  0.191776
  10865  0.239834
   6497  0.460136
   5522  0.0685374
   3570  0.0309899
   8218  0.0557599
   8623  0.0273591
   2947  0.0494422
   2194  0.0309899
   1729  0.0506689
   6382  0.0241023
   5984  0.0786539
   3081  0.0241023
    692  0.0425373
   6290  0.0421958
    458  0.0545916
   7862  0.0861095
   5461  0.0873129
   9057  0.0421453
  10930  0.0116469
   3510  0.223818
   9069  0.0726149
   5789  0.0217338
