38
  index      tf-idf
-------  ----------
  11275  0.169974
  11741  0.134874
   7911  0.141688
  11736  0.149692
   4147  0.124315
   8945  0.0706456
   2305  0.121274
   4148  0.395438
   3577  0.144528
   5486  0.130355
  10775  0.257633
   3982  0.0745158
  11169  0.0871588
    438  0.174318
   5379  0.0954166
   2148  0.102661
  11717  0.0897497
   1784  0.0787425
   5313  0.105493
   7908  0.263626
  10487  0.156768
   7194  0.026782
   9372  0.128252
   6885  0.24739
   5315  0.142615
    277  0.128943
   8240  0.0314437
   8889  0.353616
   1463  0.162175
  10271  0.0957529
   3456  0.147556
   2049  0.0651302
    371  0.140779
   2013  0.231944
   6290  0.0663592
   2597  0.13409
   9226  0.00888484
   6972  0.1819
