51
  index     tf-idf
-------  ---------
   9580  0.0579056
   5646  0.0865037
   8550  0.081584
  12143  0.167285
   8638  0.26539
  10132  0.110213
   7472  0.052135
   5521  0.222612
   5086  0.138335
    197  0.118792
   4492  0.157163
  11790  0.0483522
    529  0.15945
  10950  0.232915
   3104  0.119604
   4110  0.185604
   3837  0.100166
   6013  0.065106
   4670  0.264064
    687  0.102699
   6592  0.138335
   6479  0.124877
   3147  0.117998
   7486  0.125832
   9558  0.134495
    910  0.0991983
   6609  0.0610726
  11977  0.0768086
   1965  0.11722
   8009  0.240347
   5789  0.0561867
   3789  0.125832
   1907  0.144151
  12034  0.0881056
   5639  0.222612
   9831  0.118792
   3081  0.0623098
   6106  0.0432518
   6225  0.0750054
    563  0.157163
   4841  0.124877
   6122  0.123945
   6515  0.100166
   9226  0.0109541
  10632  0.101924
   9475  0.15945
   2281  0.211757
    410  0.117998
   2595  0.121281
   6912  0.211757
   4728  0.142611
