50
  index      tf-idf
-------  ----------
  10541  0.113952
    933  0.0509219
   3354  0.179877
   4415  0.15164
   8028  0.0773513
   9861  0.0755147
   3622  0.045426
    438  0.0975985
   7472  0.0355137
   3561  0.0656911
   7279  0.107057
   8668  0.109541
   6807  0.0504163
   5258  0.0733893
  10586  0.138511
    607  0.0907999
   3077  0.144246
   5473  0.0838106
   6594  0.129863
   4422  0.0721936
  10865  0.105588
    687  0.139915
   9818  0.0783213
   6609  0.0416018
   4074  0.0877726
   3147  0.160757
  11933  0.15164
   1358  0.179877
   3568  0.144246
   3439  0.359754
   1830  0.15164
   3121  0.179877
   6872  0.0428144
   3990  0.059775
   4121  0.0417206
   1561  0.304878
  12034  0.120033
   9731  0.217231
   2312  0.288492
    991  0.162061
   2535  0.0214123
    289  0.120695
   6001  0.0465498
   5257  0.049595
    433  0.179877
   9226  0.00746178
  11970  0.30864
    345  0.107057
  11893  0.0468386
  10291  0.162061
