217
  index      tf-idf
-------  ----------
   6167  0.041155
   1178  0.0768931
   4778  0.0166982
    419  0.0933176
   7409  0.0316787
   8294  0.0471057
  11897  0.0626151
   2169  0.07411
   4771  0.0761937
   7716  0.152825
   7756  0.0438011
   5059  0.0324569
   2011  0.194874
   5379  0.0277149
   1094  0.123054
   4545  0.0327376
  10055  0.0655905
  10478  0.109555
   5957  0.0256456
    574  0.0307635
  10565  0.0455352
   1146  0.0380733
   6937  0.0933176
   3002  0.06402
   7395  0.0304015
  10904  0.0214601
   4249  0.031262
   1602  0.0249159
  10046  0.0986408
   4855  0.0297056
   6757  0.0495181
   8243  0.0293709
  10326  0.0243747
   5255  0.0328803
    575  0.0240751
    503  0.0385035
   5330  0.0521019
   7210  0.0933176
   4603  0.0291523
   8859  0.0669728
   6892  0.0372387
   8738  0.0292611
   8268  0.0298191
   6106  0.0152848
   6069  0.0311356
   4656  0.0961398
   1953  0.0933176
   9545  0.0396439
   2864  0.0337393
   9915  0.0442945
   5749  0.0124326
  11912  0.0257292
   9549  0.149812
   6492  0.252226
   7450  0.06402
   3401  0.0471057
   5473  0.0434798
   7128  0.0208067
   1842  0.043166
   3147  0.0416993
   9779  0.02811
   7778  0.0274261
   5334  0.0215211
   9300  0.06402
   3622  0.0471328
   8904  0.0244507
   1941  0.0192233
   4647  0.0269582
   4615  0.060184
   6061  0.0581286
   1943  0.0484183
  11161  0.0191719
   9258  0.0433977
   2266  0.0362928
    478  0.0229396
   3631  0.0297056
   2148  0.0298191
   8960  0.0408909
     69  0.0438011
  10226  0.016627
  10561  0.108948
   1150  0.0298191
   7194  0.00777918
   8390  0.0252353
   1230  0.0626151
     76  0.0539164
   5371  0.0729258
    205  0.0509417
   2108  0.0479663
   8193  0.0462974
    213  0.0414244
    953  0.0176242
   5485  0.0521019
    610  0.0458792
   5386  0.0498744
   3241  0.0234953
    114  0.0364793
   3380  0.067371
   2253  0.0547776
   6720  0.0361777
   6508  0.0869596
   8042  0.0503973
   8199  0.0540567
  11110  0.138235
   9226  0.0193553
    938  0.06402
   7576  0.0244507
    118  0.174411
   5941  0.0563481
   9057  0.0385035
   2060  0.0345587
   6355  0.0228042
  10751  0.0725857
   2491  0.06402
   7208  0.117528
   7349  0.0269582
   9261  0.0796397
   9580  0.0204633
   2767  0.0422668
   2054  0.0933176
  11389  0.0427587
   1736  0.0840752
   1519  0.105444
   7840  0.186635
  11790  0.0170872
     14  0.0563481
  10527  0.0186194
   5258  0.0380733
   8472  0.0870723
  11033  0.0547776
  10087  0.0428595
    655  0.067999
  11527  0.0209231
   5093  0.0290443
   6765  0.0444679
   1544  0.0257292
  11490  0.0626151
   4005  0.0146123
   2128  0.04198
   4944  0.0368603
   2234  0.0208067
   3363  0.0475291
   4820  0.0221473
   6203  0.0213389
   8371  0.032182
   8228  0.057242
  10973  0.0366547
   7057  0.034888
   1182  0.0394078
   6515  0.0353976
   7140  0.0240012
   9542  0.0273312
   8044  0.0840752
   9833  0.034888
   6581  0.024759
  12149  0.101196
   8918  0.0537331
   1721  0.0933176
   9257  0.0408895
   8330  0.0422668
    333  0.0444679
    260  0.154432
   5675  0.060184
   4655  0.0840752
  12150  0.370724
  11818  0.0178545
   3641  0.0848751
  10038  0.041155
    199  0.0298191
   9690  0.0694358
   6851  0.0509417
   9498  0.0330244
   5401  0.0613442
   9353  0.0233542
   2098  0.0313896
  10804  0.0222761
   5274  0.0959326
   8493  0.0851197
    692  0.0388616
   8668  0.0284143
   8429  0.0455352
   9151  0.0757267
    365  0.0603782
    106  0.0748328
   2801  0.0475291
   1385  0.0248372
   7869  0.0327412
  10805  0.0434798
   2797  0.0499901
     29  0.0986408
  11895  0.0141118
   6392  0.0493711
   5595  0.0540567
    797  0.0748328
   2142  0.0626151
   5780  0.0401288
   8623  0.024995
   2812  0.0479663
   5875  0.0655905
   8542  0.0331701
   8014  0.0196416
   8860  0.0488862
   2590  0.0471057
    624  0.0295931
   6382  0.0220197
    658  0.060803
   9494  0.081188
   8873  0.0396439
   8454  0.067371
   5419  0.0255625
  11223  0.126509
     28  0.0933176
    328  0.11244
   3427  0.0547776
   9305  0.0361089
   7500  0.0282107
   8593  0.0933176
