112
  index     tf-idf
-------  ---------
   5059  0.0660332
   4778  0.0679444
   4929  0.146193
   5885  0.0859913
   6809  0.0811438
   5749  0.0252939
  11657  0.0638619
   3486  0.0680871
   3766  0.062588
  12104  0.189854
   2390  0.130248
   9183  0.0926409
  12169  0.0690173
   6153  0.0518387
   6076  0.100445
   9927  0.0926409
   4920  0.0440346
   6283  0.108586
  12033  0.078335
   4855  0.0604358
   5255  0.0668945
  12078  0.0787834
   2928  0.144741
   4399  0.0307867
  12064  0.040728
   9404  0.0816416
   1674  0.0994585
   2864  0.0343211
   2875  0.0842774
   3249  0.12419
   2819  0.079703
  11081  0.146926
   7242  0.046395
   6560  0.0651985
   7431  0.0394256
   2618  0.0654739
   7642  0.100445
   2234  0.0423309
   2612  0.051341
   1215  0.0854079
   5334  0.0437845
  10366  0.0494365
   7771  0.0703094
   4889  0.0667444
   4328  0.197013
   3561  0.0693346
   9367  0.10364
   2022  0.0958361
   1326  0.118262
  10226  0.0169137
   5195  0.0842774
   7736  0.23635
   9078  0.07273
   4096  0.0602069
   8642  0.0649258
    953  0.0358562
   5572  0.122444
   4121  0.0440346
   9165  0.0778939
   8810  0.0904695
  10555  0.0671878
   8691  0.0578085
   9226  0.0105009
   1019  0.0950013
   2341  0.026517
   2154  0.106001
   1706  0.0651985
   6575  0.111444
   6770  0.12739
    575  0.0979611
   1345  0.0608995
   4893  0.104795
  11103  0.104795
   6807  0.0532126
   8277  0.0897827
  10334  0.128777
    558  0.0565845
    747  0.118262
   7869  0.0666115
  10877  0.0528625
  12058  0.055605
  10996  0.0440346
   8448  0.0680871
   3303  0.0482373
   3247  0.0985066
   6873  0.0611344
   4950  0.0363248
  12055  0.0332876
   8807  0.0326198
    228  0.0525169
   6768  0.0613713
   1876  0.058018
   4603  0.05931
  12144  0.0173329
   5194  0.150776
  11818  0.0363248
   3530  0.160051
   9442  0.189854
   4618  0.11639
  12094  0.10364
   3163  0.10364
   9258  0.0110365
   1385  0.101062
    483  0.266886
  11684  0.188383
   8878  0.122743
   1899  0.0479456
   4462  0.0958361
   4937  0.0683937
   3373  0.0620948
   8879  0.168555
   6024  0.0401777
