35
  index      tf-idf
-------  ----------
  10154  0.144774
   8112  0.151039
   4660  0.134708
   8242  0.0851218
   3622  0.0940073
  12144  0.0339847
   2065  0.130592
  10987  0.174725
   7735  0.396951
   4434  0.16634
   4464  0.298511
    900  0.193143
   9226  0.00514729
   5877  0.205472
  12103  0.170968
   3289  0.201037
   8681  0.174725
   7194  0.0310315
   8433  0.145518
   9543  0.130029
   4740  0.135945
   2194  0.112938
   6581  0.0987649
   8790  0.104681
  12064  0.0798557
  12153  0.148602
   1729  0.0923275
  11797  0.127835
  11735  0.139839
   8873  0.316282
   2379  0.313813
   2736  0.130029
   8240  0.0364328
   1443  0.160075
   9209  0.113756
